,o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
711,2848,689,F,165694.9,1992-03-10,1-URGENT,Clerk#000000256,0,ly fluffy foxes sleep furiously across the slyly regu
712,2849,455,O,272713.22,1996-04-30,2-HIGH,Clerk#000000659,0,al packages are after the quickly bold requests. carefully special 
713,2850,992,O,161737.06,1996-10-02,2-HIGH,Clerk#000000392,0,", regular deposits. furiously pending packages hinder carefully carefully u"
714,2851,1445,O,10321.32,1997-09-07,5-LOW,Clerk#000000566,0,Tiresias wake quickly quickly even
715,2852,892,F,144902.15,1993-01-16,1-URGENT,Clerk#000000740,0,ruthless deposits against the final instructions use quickly al
716,2853,929,F,137718.56,1994-05-05,2-HIGH,Clerk#000000878,0,the carefully even packages.
717,2854,1384,F,232446.67,1994-06-27,1-URGENT,Clerk#000000010,0, furiously ironic tithes use furiously 
718,2855,481,F,63484.19,1993-04-04,4-NOT SPECIFIED,Clerk#000000973,0," silent, regular packages sleep "
719,2880,79,F,172033.71,1992-03-15,2-HIGH,Clerk#000000756,0,ves maintain doggedly spec
720,2881,986,F,74406.92,1992-05-10,5-LOW,Clerk#000000864,0,uriously. slyly express requests according to the silent dol
721,2882,1201,O,266004.51,1995-08-22,2-HIGH,Clerk#000000891,0,pending deposits. carefully eve
722,2883,1208,F,253433.41,1995-01-23,5-LOW,Clerk#000000180,0,uses. carefully ironic accounts lose fluffil
723,2884,914,O,106271.93,1997-10-12,3-MEDIUM,Clerk#000000780,0,efully express instructions sleep against
724,2885,61,F,195560.03,1992-09-19,4-NOT SPECIFIED,Clerk#000000280,0,ly sometimes special excuses. final requests are 
725,2886,1075,F,129888.2,1994-11-13,4-NOT SPECIFIED,Clerk#000000619,0,uctions. ironic packages sle
726,2887,1075,O,34769.89,1997-05-26,5-LOW,Clerk#000000566,0,slyly even pinto beans. slyly bold epitaphs cajole blithely above t
727,2912,922,F,29086.04,1992-03-12,5-LOW,Clerk#000000186,0,jole blithely above the quickly regular packages. carefully regular pinto bean
728,2913,424,O,168204.36,1997-07-12,3-MEDIUM,Clerk#000000118,0,mptotes doubt furiously slyly regu
729,2914,1072,F,87611.96,1993-03-03,3-MEDIUM,Clerk#000000543,0,he slyly regular theodolites are furiously sile
730,2915,925,F,154725.01,1994-03-31,5-LOW,Clerk#000000410,0,"ld packages. bold deposits boost blithely. ironic, unusual theodoli"
731,2916,74,O,35450.91,1995-12-27,2-HIGH,Clerk#000000681,0,ithely blithe deposits sleep beyond the
732,2917,908,O,155542.57,1997-12-09,4-NOT SPECIFIED,Clerk#000000061,0, special dugouts among the special deposi
733,2918,1175,O,37282.52,1996-09-08,3-MEDIUM,Clerk#000000439,0,ular deposits across th
734,2919,526,F,154899.61,1993-12-10,2-HIGH,Clerk#000000209,0,es. pearls wake quietly slyly ironic instructions--
735,2944,136,O,196529.29,1997-09-24,4-NOT SPECIFIED,Clerk#000000740,0,deas. permanently special foxes haggle carefully ab
736,2945,283,O,351345.57,1996-01-03,2-HIGH,Clerk#000000499,0,"ons are carefully toward the permanent, bold pinto beans. regu"
737,2946,1243,O,146922.98,1996-02-05,5-LOW,Clerk#000000329,0,g instructions about the regular accounts sleep carefully along the pen
738,2947,697,P,53117.45,1995-04-26,1-URGENT,Clerk#000000464,0,ronic accounts. accounts run furiously d
739,2948,439,F,145273.22,1994-08-23,5-LOW,Clerk#000000701,0, deposits according to the blithely pending 
740,2949,1363,F,150199.75,1994-04-12,2-HIGH,Clerk#000000184,0,y ironic accounts use. quickly blithe accou
741,2950,1345,O,275176.74,1997-07-06,1-URGENT,Clerk#000000833,0, dolphins around the furiously 
742,2951,737,O,183228.93,1996-02-06,2-HIGH,Clerk#000000680,0,gular deposits above the finally regular ideas integrate idly stealthil
743,2976,281,F,170496.06,1993-12-10,4-NOT SPECIFIED,Clerk#000000159,0,. furiously ironic asymptotes haggle ruthlessly silently regular r
744,2977,712,O,41482.0,1996-08-27,3-MEDIUM,Clerk#000000252,0,quickly special platelets are furio
745,2978,439,P,192591.22,1995-05-03,1-URGENT,Clerk#000000135,0,"d. even platelets are. ironic dependencies cajole slow, e"
746,2979,1330,O,159392.83,1996-03-23,3-MEDIUM,Clerk#000000820,0,"even, ironic foxes sleep along"
747,2980,38,O,223259.35,1996-09-14,3-MEDIUM,Clerk#000000661,0,y quick pinto beans wake. slyly re
748,2981,475,O,49188.07,1998-07-29,5-LOW,Clerk#000000299,0,hely among the express foxes. blithely stealthy requests cajole boldly. regu
749,2982,844,F,81058.61,1995-03-19,2-HIGH,Clerk#000000402,0,lyly. express theodolites affix slyly after the slyly speci
750,2983,613,F,83588.1,1992-01-07,1-URGENT,Clerk#000000278,0,r the even requests. accounts maintain. regular accounts
751,3008,394,O,214071.78,1995-11-08,3-MEDIUM,Clerk#000000701,0,ze quickly. blithely regular packages above the slyly bold foxes shall
752,3009,544,O,155804.55,1997-02-28,1-URGENT,Clerk#000000205,0,r ideas. carefully pe
753,3010,76,O,208692.43,1996-01-26,2-HIGH,Clerk#000000931,0, blithely final requests. special deposits are slyl
754,3011,898,F,54626.0,1992-01-14,5-LOW,Clerk#000000515,0,onic deposits kindle slyly. dependencies around the quickly iro
755,3012,314,F,144301.93,1993-05-05,1-URGENT,Clerk#000000414,0,ts after the regular pinto beans impress blithely s
756,3013,1423,O,227439.49,1997-02-05,5-LOW,Clerk#000000591,0,the furiously pendin
757,3014,289,F,254837.16,1992-10-30,4-NOT SPECIFIED,Clerk#000000476,0,ep blithely according to the blith
758,3015,1016,F,165794.93,1992-09-27,5-LOW,Clerk#000000013,0,ously regular deposits affix carefully. furiousl
759,3040,1108,F,159027.67,1993-04-12,3-MEDIUM,Clerk#000000544,0,carefully special packages. blithe
760,3041,1126,O,34175.78,1997-06-03,5-LOW,Clerk#000000092,0,"s. unusual, pending deposits use carefully. thinly final"
761,3042,199,F,112621.21,1994-11-21,3-MEDIUM,Clerk#000000573,0, the slyly ironic depo
762,3043,434,F,113399.95,1992-04-25,5-LOW,Clerk#000000137,0,cajole blithely furiously fina
763,3044,529,O,60086.93,1996-04-03,2-HIGH,Clerk#000000008,0,cajole final courts. ironic deposits about the quickly final re
764,3045,499,O,146623.24,1995-09-27,1-URGENT,Clerk#000000405,0, express courts sleep quickly special asymptotes. 
765,3046,314,O,170565.91,1995-11-30,2-HIGH,Clerk#000000522,0,r deposits. platelets use furi
766,3047,247,O,39892.35,1997-03-21,1-URGENT,Clerk#000000962,0,as. slyly express deposits are dogged pearls. silent ide
767,3072,226,F,126150.96,1994-01-30,4-NOT SPECIFIED,Clerk#000000370,0,"ely final deposits cajole carefully. ironic, re"
768,3073,1354,F,207755.81,1994-01-08,3-MEDIUM,Clerk#000000404,0,kly slyly bold accounts. express courts near the regular ideas sleep bli
769,3074,658,F,111588.36,1992-11-01,5-LOW,Clerk#000000546,0,yly even asymptotes shall have to haggle fluffily. deposits are
770,3075,1252,F,41813.9,1994-05-07,3-MEDIUM,Clerk#000000433,0,ackages: carefully unusual reques
771,3076,914,F,129065.87,1993-07-23,2-HIGH,Clerk#000000099,0,"busy foxes. deposits affix quickly ironic, pending pint"
772,3077,1208,O,157557.18,1997-08-06,2-HIGH,Clerk#000000228,0,kly. fluffily ironic requests use qui
773,3078,473,F,65211.07,1993-02-12,2-HIGH,Clerk#000000110,0,ounts are alongside of the blith
774,3079,986,O,192511.27,1997-09-12,5-LOW,Clerk#000000505,0,lly ironic accounts
775,3104,689,F,148848.19,1993-09-16,3-MEDIUM,Clerk#000000871,0,ges boost-- regular accounts are furiousl
776,3105,1366,O,185113.31,1996-11-13,4-NOT SPECIFIED,Clerk#000000772,0,s. blithely final ins
777,3106,1445,O,192869.71,1997-01-12,3-MEDIUM,Clerk#000000729,0,its use slyly final theodolites; regular dolphins hang above t
778,3107,254,O,157543.64,1997-08-21,1-URGENT,Clerk#000000669,0,ously even deposits acr
779,3108,844,F,75046.18,1993-08-05,1-URGENT,Clerk#000000574,0,s packages haggle furiously am
780,3109,1222,F,296211.71,1993-07-24,5-LOW,Clerk#000000936,0,bold requests sleep quickly according to the slyly final
781,3110,874,F,148021.35,1994-12-17,2-HIGH,Clerk#000000564,0,round the fluffy instructions. carefully silent packages cajol
782,3111,1328,O,208880.19,1995-08-25,5-LOW,Clerk#000000922,0,slyly regular theodolites. furious deposits cajole deposits. ironic theodoli
783,3136,230,F,195429.4,1994-08-10,4-NOT SPECIFIED,Clerk#000000891,0,tructions sleep slyly. pending di
784,3137,1342,O,9264.77,1995-07-26,3-MEDIUM,Clerk#000000063,0,ymptotes wake carefully above t
785,3138,1390,F,210941.18,1994-02-09,4-NOT SPECIFIED,Clerk#000000650,0,e fluffily final theodolites. even dependencies wake along the quickly ir
786,3139,166,F,56421.93,1992-01-02,3-MEDIUM,Clerk#000000855,0,ounts against the ruthlessly unusual dolphins
787,3140,1450,F,68160.48,1992-04-09,1-URGENT,Clerk#000000670,0,carefully ironic deposits use furiously. blith
788,3141,253,O,161595.67,1995-11-10,1-URGENT,Clerk#000000475,0,es. furiously bold instructions after the carefully final p
789,3142,73,F,17194.09,1992-06-28,3-MEDIUM,Clerk#000000043,0,usual accounts about the carefully special requests sleep slyly quickly regul
790,3143,1069,F,221770.55,1993-02-17,1-URGENT,Clerk#000000519,0," are final, ironic accounts. ironic "
791,3168,1358,F,101697.9,1992-01-30,5-LOW,Clerk#000000352,0,"s sleep slyly? ironic, furious instructions detect. quickly final i"
792,3169,181,F,184054.0,1993-12-21,3-MEDIUM,Clerk#000000252,0," even pinto beans are blithely special, special multip"
793,3170,43,O,292168.1,1997-11-09,1-URGENT,Clerk#000000288,0,requests. furiously bold
794,3171,466,F,110707.33,1993-04-06,5-LOW,Clerk#000000940,0,ar deposits. idly r
795,3172,883,F,165727.78,1992-06-03,4-NOT SPECIFIED,Clerk#000000771,0,es. slyly ironic packages x-ra
796,3173,1462,O,105183.55,1996-08-10,5-LOW,Clerk#000000516,0,ial requests lose along t
797,3174,1264,O,152505.56,1995-11-15,5-LOW,Clerk#000000663,0,"rts. silent, regular pinto beans are blithely regular packages. furiousl"
798,3175,439,F,252261.28,1994-07-15,5-LOW,Clerk#000000629,0, across the slyly even realms use carefully ironic deposits: sl
799,3200,122,O,178687.59,1996-02-07,1-URGENT,Clerk#000000020,0, regular dependencies impress evenly even excuses. blithely 
800,3201,952,F,100522.53,1993-07-02,4-NOT SPECIFIED,Clerk#000000738,0,". busy, express instruction"
801,3202,868,F,72537.65,1992-12-24,5-LOW,Clerk#000000067,0,fluffily express requests affix carefully around th
802,3203,1259,O,71682.53,1997-11-05,2-HIGH,Clerk#000000493,0,e furiously silent warhorses. slyly silent deposits wake bli
803,3204,88,F,44713.55,1992-12-26,1-URGENT,Clerk#000000693,0,ess somas cajole slyly. pending accounts cajole
804,3205,1463,F,215063.16,1992-04-11,5-LOW,Clerk#000000803,0,e furiously. quickly regular dinos about the final pinto be
805,3206,1213,O,82248.7,1996-08-09,1-URGENT,Clerk#000000755,0,"ntegrate furiously final, express "
806,3207,205,O,184595.78,1998-02-16,1-URGENT,Clerk#000000695,0,uriously accounts. fluffily i
807,3232,809,F,66817.67,1992-10-09,1-URGENT,Clerk#000000314,0,yly final accounts. packages agains
808,3233,1397,F,70920.2,1994-10-24,5-LOW,Clerk#000000470,0,"ly ironic epitaphs use stealthy, express deposits. quickly regular instruct"
809,3234,139,O,218988.88,1996-04-05,4-NOT SPECIFIED,Clerk#000000367,0,ents according to the dependencies will sleep after the blithely even p
810,3235,448,O,160699.91,1995-11-15,5-LOW,Clerk#000000349,0, quickly pinto beans. ironi
811,3236,1405,O,42427.77,1996-11-06,4-NOT SPECIFIED,Clerk#000000553,0,ithely slyly pending req
812,3237,182,F,11628.02,1992-06-03,1-URGENT,Clerk#000000606,0,inal requests. slyly even foxes detect about the furiously exp
813,3238,610,F,64556.89,1993-02-21,5-LOW,Clerk#000000818,0,lly express deposits are. furiously unusual ideas wake carefully somas. instr
814,3239,343,O,219052.93,1998-01-12,4-NOT SPECIFIED,Clerk#000000619,0, cajole carefully along the furiously pending deposits. 
815,3264,925,O,214961.96,1996-11-02,5-LOW,Clerk#000000244,0,"carefully. express, bold"
816,3265,523,F,68739.22,1992-06-27,1-URGENT,Clerk#000000265,0,re quickly quickly pe
817,3266,37,P,99432.16,1995-03-17,5-LOW,Clerk#000000545,0,refully ironic instructions. slyly final pi
818,3267,1120,O,54666.17,1997-01-07,5-LOW,Clerk#000000484,0, the packages. regular decoys about the bold dependencies grow fi
819,3268,1414,F,50963.54,1994-06-25,5-LOW,Clerk#000000746,0,y brave requests unwind furiously accordin
820,3269,169,O,331533.22,1996-03-01,3-MEDIUM,Clerk#000000378,0,ts. accounts wake carefully. carefully dogged accounts wake slyly slyly i
821,3270,379,O,240687.99,1997-05-28,1-URGENT,Clerk#000000375,0,uffily pending courts ca
822,3271,331,F,138053.06,1992-01-01,1-URGENT,Clerk#000000421,0,s. furiously regular requests
823,3296,1471,F,280148.0,1994-10-19,3-MEDIUM,Clerk#000000991,0,as! carefully final requests wake. furiously even
824,3297,1385,F,11553.32,1992-11-03,2-HIGH,Clerk#000000220,0, after the theodolites cajole carefully according to the finally
825,3298,1159,O,91070.97,1996-04-17,5-LOW,Clerk#000000241,0,even accounts boost 
826,3299,892,F,68340.62,1993-12-26,3-MEDIUM,Clerk#000000853,0,bold deposits. special instructions sleep care
827,3300,1168,O,35168.76,1995-07-15,5-LOW,Clerk#000000198,0,ses. carefully unusual instructions must have to detect about the blithel
828,3301,1322,F,72199.05,1994-09-04,4-NOT SPECIFIED,Clerk#000000325,0,ular gifts impress enticingly carefully express deposits; instructions boo
829,3302,334,O,51365.63,1995-11-14,2-HIGH,Clerk#000000367,0,eep blithely ironic requests. quickly even courts haggle slyly
830,3303,1435,O,155557.55,1997-12-14,4-NOT SPECIFIED,Clerk#000000661,0,nto beans sleep furiously above the carefully ironic 
831,3328,65,F,192264.8,1992-11-19,5-LOW,Clerk#000000384,0,ake among the express accounts? carefully ironic packages cajole never.
832,3329,34,O,55269.13,1995-07-03,2-HIGH,Clerk#000000236,0,old deposits. special accounts haggle furiousl
833,3330,65,F,51302.83,1994-12-19,1-URGENT,Clerk#000000124,0,kages use. carefully regular deposits cajole carefully about 
834,3331,907,F,77649.29,1993-05-21,2-HIGH,Clerk#000000901,0,uffily carefully sly accounts. blithely unu
835,3332,1424,F,103092.9,1994-11-05,1-URGENT,Clerk#000000840,0,ans detect carefully furiously final deposits: regular accoun
836,3333,913,F,252419.8,1992-09-16,4-NOT SPECIFIED,Clerk#000000157,0,ctions boost slyly quickly even accounts. deposits along
837,3334,751,O,47161.56,1996-02-18,5-LOW,Clerk#000000532,0,ounts maintain carefully. furiously close request
838,3335,487,O,162808.07,1995-10-15,3-MEDIUM,Clerk#000000694,0, deposits poach. ironic ideas about the carefully ironi
839,3360,1030,O,266634.93,1998-01-23,5-LOW,Clerk#000000254,0, the deposits. fluffily bold requests cajole regula
840,3361,484,F,116078.71,1992-08-23,4-NOT SPECIFIED,Clerk#000000577,0,unts detect furiously instructions. slow deposi
841,3362,1399,O,256039.11,1995-07-29,5-LOW,Clerk#000000011,0,"the quickly pending deposits. silent, ev"
842,3363,512,O,114518.93,1995-09-23,2-HIGH,Clerk#000000615,0,"posits. ironic, final deposits are furiously slyly pending "
843,3364,448,O,157350.59,1997-06-21,1-URGENT,Clerk#000000280,0,y even foxes? blithely stea
844,3365,820,F,240272.44,1994-11-09,2-HIGH,Clerk#000000126,0,he slyly regular foxes nag about the accounts. fluffily 
845,3366,508,O,17060.87,1997-05-18,1-URGENT,Clerk#000000160,0, pinto beans upon the quickly expres
846,3367,727,F,123759.09,1992-12-31,4-NOT SPECIFIED,Clerk#000000029,0,efully blithely ironic pinto beans. carefully close 
847,3392,737,O,124060.27,1995-10-28,1-URGENT,Clerk#000000325,0,es thrash blithely depths. bold multipliers wake f
848,3393,973,O,270663.25,1995-07-04,2-HIGH,Clerk#000000076,0,even requests. excuses are carefully deposits. fluf
849,3394,1486,O,231035.67,1996-05-05,4-NOT SPECIFIED,Clerk#000000105,0, blithely among the attainments. carefully final accounts nag blit
850,3395,1496,F,180443.18,1994-10-30,4-NOT SPECIFIED,Clerk#000000682,0,ideas haggle beside the ev
851,3396,1492,F,277647.09,1994-05-21,3-MEDIUM,Clerk#000000868,0,uffily regular platelet
852,3397,1297,F,117210.56,1994-06-23,3-MEDIUM,Clerk#000000048,0,yly. final deposits wake f
853,3398,668,O,1744.64,1996-09-23,1-URGENT,Clerk#000000818,0,"uthless, special courts atop the unusual accounts grow fur"
854,3399,1220,P,70777.98,1995-02-28,4-NOT SPECIFIED,Clerk#000000575,0,"the carefully sly accounts. regular, pending theodolites wa"
855,3424,1013,O,67108.17,1996-08-21,1-URGENT,Clerk#000000190,0,ven requests are quickly pending accounts. blithely furious requests 
856,3425,1150,O,230685.11,1996-03-31,4-NOT SPECIFIED,Clerk#000000188,0,ions. deposits nag blithely alongside of the carefully f
857,3426,521,O,118942.14,1996-10-16,3-MEDIUM,Clerk#000000283,0,alongside of the slyly
858,3427,28,O,180376.94,1997-05-29,4-NOT SPECIFIED,Clerk#000000404,0,y final pinto beans snooze fluffily bold asymptot
859,3428,85,O,103376.25,1996-04-07,5-LOW,Clerk#000000953,0,lar excuses. slyly pending ideas detect p
860,3429,1453,O,207631.78,1997-01-06,4-NOT SPECIFIED,Clerk#000000737,0,l deposits cajole furiously enticing deposits. blithe packages haggle careful
861,3430,1121,F,270267.01,1994-12-12,4-NOT SPECIFIED,Clerk#000000664,0, regular attainments are at the final foxes. final packages along the blithe
862,3431,463,F,71445.89,1993-08-22,1-URGENT,Clerk#000000439,0, sleep. slyly busy Tiresias a
863,3456,448,F,32601.42,1993-06-01,5-LOW,Clerk#000000924,0,es promise slyly. ironicall
864,3457,241,P,207252.29,1995-04-27,4-NOT SPECIFIED,Clerk#000000849,0,ely thin asymptotes. deposits kindle. pending
865,3458,946,F,197366.63,1994-12-22,2-HIGH,Clerk#000000392,0,rges snooze. slyly unusua
866,3459,1187,F,179504.4,1994-07-28,4-NOT SPECIFIED,Clerk#000000777,0,"n instructions? carefully regular excuses are blithely. silent, ironi"
867,3460,808,O,354036.76,1995-10-03,2-HIGH,Clerk#000000078,0,ans integrate carefu
868,3461,986,F,320694.21,1993-01-31,1-URGENT,Clerk#000000504,0,"al, bold deposits cajole fluffily fluffily final foxes. pending ideas beli"
869,3462,1328,O,86823.93,1997-05-17,3-MEDIUM,Clerk#000000657,0,uriously express asympto
870,3463,884,F,147059.62,1993-08-18,1-URGENT,Clerk#000000545,0,ding to the carefully ironic deposits
871,3488,1477,F,106165.56,1995-01-08,3-MEDIUM,Clerk#000000694,0,cording to the carefully regular deposits. re
872,3489,1072,F,86269.91,1993-07-29,3-MEDIUM,Clerk#000000307,0,s detect. carefully even platelets across the fur
873,3490,899,O,180759.57,1997-05-26,5-LOW,Clerk#000000703,0,gular ideas. furiously silent deposits across the unusual accounts boost i
874,3491,826,O,62878.19,1998-06-24,1-URGENT,Clerk#000000560,0,nic orbits believe carefully across the 
875,3492,1019,F,193799.44,1994-11-24,5-LOW,Clerk#000000066,0,packages along the regular foxes lose final dependencie
876,3493,805,F,69650.05,1993-08-24,2-HIGH,Clerk#000000887,0,lyly special accounts use blithely across the furiously sil
877,3494,472,F,204991.65,1993-04-04,5-LOW,Clerk#000000559,0,r instructions haggle. accounts cajole. carefully final requests at the 
878,3495,307,O,87879.06,1996-02-26,2-HIGH,Clerk#000000441,0,nticing excuses are carefully
879,3520,1250,O,217904.72,1997-08-04,1-URGENT,Clerk#000000023,0,"hely. ideas nag; even, even fo"
880,3521,68,F,207058.26,1992-10-26,5-LOW,Clerk#000000812,0,y even instructions cajole carefully above the bli
881,3522,256,F,228929.46,1994-09-26,5-LOW,Clerk#000000250,0,deposits-- slyly stealthy requests boost caref
882,3523,1499,O,179947.37,1998-04-07,2-HIGH,Clerk#000000688,0,are on the carefully even depe
883,3524,934,F,28748.76,1992-05-03,2-HIGH,Clerk#000000607,0,efully unusual tithes among the foxes use blithely daringly bold deposits. re
884,3525,1072,O,151567.42,1995-12-22,4-NOT SPECIFIED,Clerk#000000084,0,s nag among the blithely e
885,3526,559,F,70730.17,1995-03-16,5-LOW,Clerk#000000364,0,to the quickly special deposits print agai
886,3527,557,O,173421.31,1997-06-21,5-LOW,Clerk#000000874,0,regular ideas across the quickly bold theodo
887,3552,343,O,170016.99,1997-04-23,2-HIGH,Clerk#000000973,0, the ironic packages. furiously 
888,3553,908,F,165037.95,1994-05-18,3-MEDIUM,Clerk#000000270,0,counts mold furiously. slyly i
889,3554,439,O,151890.41,1995-06-17,5-LOW,Clerk#000000931,0,hely ironic requests haggl
890,3555,455,O,178654.01,1996-07-07,5-LOW,Clerk#000000585,0,"s nag carefully regular, even pinto be"
891,3556,148,F,159831.74,1992-09-23,4-NOT SPECIFIED,Clerk#000000140,0,e. dependencies need to haggle alongs
892,3557,1192,F,116288.27,1992-11-09,2-HIGH,Clerk#000000291,0,ithely courts. furi
893,3558,265,O,162598.01,1996-02-29,1-URGENT,Clerk#000000841,0,around the furiously even requests. quickl
894,3559,1054,F,55757.49,1992-10-24,3-MEDIUM,Clerk#000000634,0,sly deposits. fluffily final ideas cajole careful
895,3584,118,O,101937.04,1997-08-11,1-URGENT,Clerk#000000760,0,"fully bold packages. fluffily final braids haggle final, ironic dolphins. b"
896,3585,1381,F,206416.27,1994-11-23,2-HIGH,Clerk#000000988,0,regular asymptotes. bold pains above the carefully pending asymptot
897,3586,1201,F,171227.96,1993-12-05,2-HIGH,Clerk#000000438,0,he quickly final courts. carefully regular requests nag unusua
898,3587,775,O,225119.62,1996-05-10,4-NOT SPECIFIED,Clerk#000000443,0,ular patterns detect 
899,3588,1186,F,287191.29,1995-03-19,4-NOT SPECIFIED,Clerk#000000316,0,ong the pains. evenly unusual 
900,3589,307,F,52846.72,1994-05-26,2-HIGH,Clerk#000000023,0,ithe deposits nag furiously. furiously pending packages sleep f
901,3590,1489,P,352720.59,1995-05-13,5-LOW,Clerk#000000986,0,lyly final deposits.
902,3591,1345,F,138408.31,1993-12-08,3-MEDIUM,Clerk#000000144,0,ual foxes haggle! unusual request
903,3616,1273,F,90467.25,1994-02-16,4-NOT SPECIFIED,Clerk#000000268,0,uickly about the quickly final requests. fluffily final packages wake evenly
904,3617,394,O,181875.51,1996-03-19,3-MEDIUM,Clerk#000000886,0,the carefully regular platelets ha
905,3618,98,O,185247.02,1997-12-13,3-MEDIUM,Clerk#000000894,0,". ideas run carefully. thin, pending "
906,3619,1489,O,320560.24,1996-11-20,2-HIGH,Clerk#000000211,0,uests mold after the blithely ironic excuses. slyly pending pa
907,3620,440,O,90481.44,1997-03-07,5-LOW,Clerk#000000124,0,le quickly against the epitaphs. requests sleep slyly according to the
908,3621,1408,F,149743.36,1993-05-06,3-MEDIUM,Clerk#000000643,0,kly unusual deposits. qu
909,3622,901,O,174438.86,1995-11-27,5-LOW,Clerk#000000012,0,c deposits are fluffily about the blithely final theo
910,3623,29,O,253649.01,1996-12-26,1-URGENT,Clerk#000000184,0,- ironic excuses boost quickly in place 
911,3648,1249,F,240597.67,1993-06-17,5-LOW,Clerk#000000717,0,foxes. unusual deposits boost quickly. slyly regular asymptotes across t
912,3649,388,F,202043.25,1994-07-06,5-LOW,Clerk#000000349,0,taphs boost above the final p
913,3650,445,F,280273.39,1992-05-28,4-NOT SPECIFIED,Clerk#000000454,0,kages sleep fluffily slyly
914,3651,986,O,125508.45,1998-04-27,1-URGENT,Clerk#000000222,0,ly unusual deposits thrash quickly after the ideas.
915,3652,1066,O,150080.43,1997-02-25,4-NOT SPECIFIED,Clerk#000000024,0,sly even requests after the 
916,3653,383,F,215841.09,1994-03-27,1-URGENT,Clerk#000000402,0," pearls. bold accounts are along the ironic,"
917,3654,56,F,326681.49,1992-06-03,5-LOW,Clerk#000000475,0,s cajole slyly carefully special theodolites. even deposits haggl
918,3655,487,F,111868.8,1992-10-06,1-URGENT,Clerk#000000815,0,er the carefully unusual deposits sleep quickly according to
919,3680,1267,F,172093.2,1992-12-10,4-NOT SPECIFIED,Clerk#000000793,0,ular platelets. carefully regular packages cajole blithely al
920,3681,517,F,34981.18,1992-04-04,1-URGENT,Clerk#000000566,0,". ironic deposits against the ironic, regular frets use pending plat"
921,3682,317,O,93227.96,1997-01-22,2-HIGH,Clerk#000000001,0,es haggle carefully. decoys nag 
922,3683,874,F,137933.64,1993-03-04,2-HIGH,Clerk#000000248,0,ze across the express foxes. carefully special acco
923,3684,229,F,109708.71,1993-07-20,2-HIGH,Clerk#000000835,0,bold accounts affix along the carefully ironic requ
924,3685,158,F,226866.11,1992-01-17,3-MEDIUM,Clerk#000000954,0, sleep fluffily special ide
925,3686,400,O,124290.79,1998-07-07,2-HIGH,Clerk#000000175,0,s. furiously final pinto beans poach carefully among 
926,3687,422,F,127789.54,1993-02-03,1-URGENT,Clerk#000000585,0,gular accounts. slyly regular instructions can are final ide
927,3712,640,F,181818.96,1992-01-02,2-HIGH,Clerk#000000032,0, promise according 
928,3713,1498,O,315464.25,1998-05-07,3-MEDIUM,Clerk#000000325,0,"s haggle quickly. ironic, regular Tiresi"
929,3714,392,O,115054.72,1998-05-01,3-MEDIUM,Clerk#000000595,0,nding accounts. ironic pinto beans wake slyly. furiously pendin
930,3715,644,O,88203.51,1996-03-18,1-URGENT,Clerk#000000463,0, always silent requests wake pinto beans. slyly pending foxes are aga
931,3716,415,O,202853.22,1997-08-19,4-NOT SPECIFIED,Clerk#000000748,0," pending ideas haggle. ironic,"
932,3717,266,O,254701.1,1998-06-03,4-NOT SPECIFIED,Clerk#000000974,0,t the carefully even ideas use sp
933,3718,305,O,83545.86,1996-10-23,2-HIGH,Clerk#000000016,0,"refully. furiously final packages use carefully slyly pending deposits! final,"
934,3719,1180,O,194113.04,1997-02-16,2-HIGH,Clerk#000000034,0,", enticing accounts are blithely among the daringly final asymptotes. furious"
935,3744,643,F,55886.68,1992-01-10,3-MEDIUM,Clerk#000000765,0,osits sublate about the regular requests. fluffily unusual accou
936,3745,1118,F,23657.43,1993-09-29,5-LOW,Clerk#000000181,0,ckages poach slyly against the foxes. slyly ironic instructi
937,3746,731,F,109530.26,1994-09-11,4-NOT SPECIFIED,Clerk#000000188,0,". express, special requests nag quic"
938,3747,1492,O,258977.08,1996-08-20,1-URGENT,Clerk#000000226,0,refully across the final theodolites. carefully bold accounts cajol
939,3748,521,O,118550.25,1998-02-28,1-URGENT,Clerk#000000156,0,slyly special packages
940,3749,376,P,134685.89,1995-02-24,3-MEDIUM,Clerk#000000639,0,y regular instructions haggle blithel
941,3750,965,P,227479.98,1995-04-30,3-MEDIUM,Clerk#000000885,0,"y. express, even packages wake after the ide"
942,3751,91,F,296988.49,1994-04-27,4-NOT SPECIFIED,Clerk#000000925,0,"sheaves. express, unusual t"
943,3776,844,F,210295.67,1992-11-20,2-HIGH,Clerk#000000698,0,efully even platelets slee
944,3777,272,F,118933.43,1994-04-08,3-MEDIUM,Clerk#000000941,0," regular, special dolphins cajole enticingly ca"
945,3778,1054,F,314918.09,1993-05-26,1-URGENT,Clerk#000000187,0, above the express requests. packages maintain fluffily according to
946,3779,733,O,43092.48,1997-01-05,4-NOT SPECIFIED,Clerk#000000670,0, against the deposits. quickly bold instructions x-ray. pending fox
947,3780,410,O,95100.73,1996-04-13,5-LOW,Clerk#000000967,0," around the brave, pendin"
948,3781,1384,O,175615.29,1996-06-20,1-URGENT,Clerk#000000394,0,yly after the ruthless packages. pinto beans use slyly: never ironic dependenc
949,3782,650,O,170815.8,1996-08-24,1-URGENT,Clerk#000000121,0,"counts are. pending, regular asym"
