,l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
4498,4455,1228,3,3,34,38393.48,0.0,0.06,A,F,1993-10-24,1993-11-27,1993-11-04,TAKE BACK RETURN,AIR, slyly ironic requests. quickly even d
4499,4480,1079,85,1,30,29402.1,0.08,0.03,R,F,1994-07-29,1994-06-22,1994-08-01,NONE,FOB,ven braids us
4500,4481,240,68,1,50,57012.0,0.02,0.06,N,O,1996-07-22,1996-05-13,1996-08-14,DELIVER IN PERSON,RAIL,ar packages. regula
4501,4481,1891,35,2,27,48408.03,0.02,0.03,N,O,1996-04-06,1996-05-17,1996-04-12,TAKE BACK RETURN,AIR,"ackages haggle even, "
4502,4482,709,10,1,32,51510.4,0.06,0.03,A,F,1995-05-16,1995-07-22,1995-06-07,NONE,RAIL, quickly pendin
4503,4482,952,21,2,32,59294.4,0.01,0.06,N,O,1995-08-16,1995-06-26,1995-09-10,DELIVER IN PERSON,AIR,eans wake according 
4504,4483,52,53,1,32,30465.6,0.07,0.07,R,F,1992-04-05,1992-05-25,1992-04-08,DELIVER IN PERSON,MAIL,ests haggle. slyl
4505,4483,619,51,2,50,75980.5,0.01,0.06,A,F,1992-06-19,1992-05-12,1992-07-08,DELIVER IN PERSON,TRUCK,ag blithely even
4506,4483,84,35,3,50,49204.0,0.0,0.04,R,F,1992-06-10,1992-04-18,1992-06-17,DELIVER IN PERSON,MAIL,ackages. furiously ironi
4507,4484,948,51,1,4,7395.76,0.06,0.03,N,O,1997-04-09,1997-02-11,1997-04-12,TAKE BACK RETURN,TRUCK,packages de
4508,4484,1369,70,2,39,49544.04,0.05,0.02,N,O,1997-04-01,1997-01-26,1997-04-21,NONE,RAIL,onic accounts wake blithel
4509,4484,1900,1,3,38,68472.2,0.06,0.07,N,O,1997-03-07,1997-01-31,1997-04-01,COLLECT COD,REG AIR,. even requests un
4510,4484,1212,24,4,41,45641.61,0.06,0.03,N,O,1997-01-25,1997-02-15,1997-01-29,TAKE BACK RETURN,REG AIR,ress accounts. ironic deposits unwind fur
4511,4484,26,27,5,42,38892.84,0.03,0.07,N,O,1997-03-25,1997-02-21,1997-04-05,DELIVER IN PERSON,REG AIR,"ding, pending requests wake. fluffily "
4512,4484,356,57,6,29,36434.15,0.09,0.06,N,O,1996-12-27,1997-03-10,1997-01-13,NONE,FOB, wake blithely ironic
4513,4484,1023,94,7,50,46201.0,0.07,0.01,N,O,1997-03-17,1997-03-16,1997-03-21,COLLECT COD,FOB,"the ironic, final theodo"
4514,4485,1907,40,1,1,1808.9,0.03,0.05,R,F,1994-12-04,1995-02-07,1994-12-09,NONE,AIR,"play according to the ironic, ironic"
4515,4485,1401,19,2,46,59910.4,0.04,0.06,R,F,1995-03-09,1994-12-14,1995-03-23,DELIVER IN PERSON,AIR,. ironic foxes haggle. regular war
4516,4485,1747,48,3,43,70895.82,0.01,0.05,R,F,1995-01-17,1995-02-11,1995-02-07,DELIVER IN PERSON,TRUCK,al accounts according to the slyly r
4517,4485,1431,32,4,43,57294.49,0.08,0.06,R,F,1995-01-28,1995-01-26,1995-02-07,DELIVER IN PERSON,AIR,. blithely
4518,4485,51,52,5,47,44699.35,0.08,0.04,R,F,1995-03-11,1995-01-11,1995-03-21,TAKE BACK RETURN,RAIL,luffily pending acc
4519,4486,1343,82,1,46,57239.64,0.08,0.0,N,O,1998-05-02,1998-04-05,1998-05-08,COLLECT COD,MAIL,ackages. specia
4520,4486,488,47,2,19,26381.12,0.1,0.01,N,O,1998-06-07,1998-05-28,1998-07-02,NONE,MAIL,pending foxes after
4521,4486,952,53,3,47,87088.65,0.02,0.07,N,O,1998-04-09,1998-05-24,1998-05-07,DELIVER IN PERSON,MAIL,ts around the quiet packages ar
4522,4486,901,70,4,28,50453.2,0.07,0.02,N,O,1998-04-21,1998-04-19,1998-04-26,TAKE BACK RETURN,AIR,"to the furious, regular foxes play abov"
4523,4487,1372,11,1,37,47114.69,0.03,0.07,R,F,1993-02-28,1993-04-18,1993-03-17,TAKE BACK RETURN,MAIL,bove the fu
4524,4487,1129,2,2,49,50475.88,0.1,0.0,R,F,1993-06-13,1993-05-08,1993-07-10,COLLECT COD,FOB,sual packages should ha
4525,4487,1896,40,3,1,1797.89,0.02,0.07,A,F,1993-05-11,1993-05-23,1993-05-17,TAKE BACK RETURN,FOB,ithely final asym
4526,4487,929,30,4,25,45748.0,0.07,0.03,A,F,1993-03-09,1993-04-27,1993-03-30,COLLECT COD,RAIL,g the final instructions. slyly c
4527,4512,1613,55,1,30,45438.3,0.07,0.07,N,O,1996-01-28,1995-12-22,1996-02-22,TAKE BACK RETURN,TRUCK,ly unusual package
4528,4512,410,69,2,24,31449.84,0.04,0.06,N,O,1995-12-16,1996-01-16,1995-12-25,NONE,SHIP,ly regular pinto beans. carefully bold depo
4529,4512,1450,29,3,21,28380.45,0.0,0.0,N,O,1995-10-31,1995-12-30,1995-11-15,NONE,REG AIR,lly unusual pinto b
4530,4512,1403,4,4,32,41740.8,0.1,0.01,N,O,1995-11-25,1995-12-28,1995-12-06,NONE,FOB,counts are against the quickly regular 
4531,4512,1330,7,5,43,52947.19,0.06,0.0,N,O,1995-12-20,1995-11-28,1996-01-14,NONE,AIR,are carefully. theodolites wake
4532,4513,1691,92,1,29,46188.01,0.03,0.01,N,O,1996-05-18,1996-05-23,1996-06-08,NONE,REG AIR,cajole. regular packages boost. s
4533,4513,700,32,2,39,62427.3,0.01,0.04,N,O,1996-06-25,1996-05-14,1996-07-24,NONE,MAIL,slyly furiously unusual deposits. blit
4534,4513,1374,89,3,34,43362.58,0.0,0.03,N,O,1996-03-27,1996-06-12,1996-04-06,DELIVER IN PERSON,SHIP,sits. quickly even instructions 
4535,4513,1914,47,4,13,23606.83,0.08,0.08,N,O,1996-04-12,1996-05-19,1996-04-25,DELIVER IN PERSON,AIR,"l, final excuses detect furi"
4536,4514,1637,61,1,27,41543.01,0.06,0.06,R,F,1994-07-01,1994-07-13,1994-07-26,COLLECT COD,AIR," even, silent foxes be"
4537,4514,452,82,2,15,20286.75,0.1,0.04,R,F,1994-08-24,1994-07-11,1994-09-14,DELIVER IN PERSON,RAIL,"! unusual, special deposits afte"
4538,4514,775,8,3,10,16757.7,0.09,0.05,A,F,1994-06-19,1994-06-25,1994-07-01,COLLECT COD,SHIP,ake furiously. carefully regular requests
4539,4514,808,42,4,9,15379.2,0.1,0.03,A,F,1994-08-04,1994-07-01,1994-09-01,DELIVER IN PERSON,REG AIR,wly. quick
4540,4514,1487,5,5,12,16661.76,0.02,0.03,R,F,1994-08-20,1994-06-09,1994-09-15,TAKE BACK RETURN,FOB, carefully ironic foxes nag caref
4541,4514,1888,89,6,38,68015.44,0.03,0.05,A,F,1994-07-28,1994-07-06,1994-08-25,NONE,AIR,ending excuses. sl
4542,4514,1765,66,7,27,45002.52,0.04,0.06,A,F,1994-06-24,1994-07-14,1994-06-30,TAKE BACK RETURN,TRUCK,. slyly sile
4543,4515,381,82,1,15,19220.7,0.06,0.01,R,F,1992-05-26,1992-05-25,1992-06-03,NONE,SHIP,posits wake
4544,4515,1021,27,2,50,46101.0,0.06,0.03,A,F,1992-03-28,1992-05-16,1992-04-20,NONE,AIR,ding instructions again
4545,4515,1533,54,3,27,38732.31,0.09,0.01,A,F,1992-06-06,1992-06-08,1992-06-07,DELIVER IN PERSON,REG AIR, against the even re
4546,4515,539,40,4,32,46064.96,0.06,0.03,R,F,1992-04-07,1992-05-11,1992-04-09,COLLECT COD,MAIL,carefully express depo
4547,4515,447,6,5,22,29643.68,0.09,0.07,A,F,1992-07-16,1992-05-07,1992-07-23,NONE,SHIP,"le quickly above the even, bold ideas."
4548,4515,1800,27,6,23,39141.4,0.04,0.0,R,F,1992-05-23,1992-06-15,1992-06-20,TAKE BACK RETURN,FOB,ns. bold r
4549,4516,1696,38,1,34,54321.46,0.05,0.04,A,F,1994-05-16,1994-06-23,1994-06-12,NONE,SHIP,even pinto beans wake qui
4550,4517,426,27,1,50,66321.0,0.01,0.02,N,O,1998-06-08,1998-04-18,1998-06-20,DELIVER IN PERSON,MAIL,refully pending acco
4551,4518,1438,17,1,9,12054.87,0.09,0.04,N,O,1997-06-26,1997-07-07,1997-07-10,NONE,RAIL, pending deposits. slyly re
4552,4518,441,42,2,19,25487.36,0.1,0.05,N,O,1997-08-09,1997-06-06,1997-08-27,COLLECT COD,RAIL,ter the slyly bo
4553,4519,547,78,1,30,43426.2,0.09,0.07,R,F,1993-04-11,1993-06-05,1993-04-22,DELIVER IN PERSON,REG AIR,totes. slyly bold somas after the 
4554,4519,1901,46,2,37,66707.3,0.06,0.08,R,F,1993-07-22,1993-06-16,1993-08-19,COLLECT COD,AIR,ly slyly furious depth
4555,4544,1307,46,1,40,48332.0,0.07,0.01,N,O,1997-08-15,1997-10-16,1997-08-20,DELIVER IN PERSON,RAIL, detect slyly. evenly pending instru
4556,4544,1711,54,2,19,30641.49,0.08,0.01,N,O,1997-08-14,1997-09-08,1997-08-25,NONE,SHIP,regular ideas are furiously about
4557,4544,707,4,3,20,32154.0,0.02,0.07,N,O,1997-10-12,1997-10-11,1997-10-13,COLLECT COD,REG AIR, waters about the
4558,4544,506,67,4,39,54853.5,0.07,0.05,N,O,1997-08-20,1997-09-07,1997-08-27,COLLECT COD,REG AIR,ular packages. s
4559,4544,1323,100,5,31,37953.92,0.09,0.03,N,O,1997-08-09,1997-09-29,1997-08-17,COLLECT COD,TRUCK,dolites detect quickly reg
4560,4544,261,62,6,8,9290.08,0.1,0.03,N,O,1997-10-13,1997-10-06,1997-10-25,COLLECT COD,AIR,olites. fi
4561,4545,1729,56,1,38,61967.36,0.06,0.06,R,F,1993-01-27,1993-03-01,1993-02-04,NONE,TRUCK,nts serve according to th
4562,4545,625,26,2,27,41191.74,0.01,0.06,R,F,1993-02-07,1993-02-18,1993-02-18,NONE,FOB,ously bold asymptotes! blithely pen
4563,4545,862,62,3,9,15865.74,0.1,0.06,R,F,1993-03-20,1993-02-23,1993-04-11,TAKE BACK RETURN,AIR,xpress accounts
4564,4545,640,34,4,2,3081.28,0.1,0.0,R,F,1993-04-16,1993-04-17,1993-05-03,NONE,REG AIR,ages use. slyly even i
4565,4545,1168,5,5,27,28867.32,0.08,0.05,A,F,1993-03-18,1993-02-22,1993-03-23,NONE,RAIL,ccounts haggle carefully. deposits 
4566,4545,1087,23,6,8,7904.64,0.03,0.02,A,F,1993-05-01,1993-03-12,1993-05-15,NONE,FOB, boost slyly. slyly
4567,4545,84,10,7,36,35426.88,0.1,0.04,R,F,1993-01-28,1993-03-30,1993-02-04,DELIVER IN PERSON,SHIP,sublate slyly. furiously ironic accounts b
4568,4546,1325,2,1,10,12263.2,0.09,0.02,N,O,1995-09-23,1995-10-10,1995-10-23,COLLECT COD,TRUCK,osits alongside of the
4569,4546,1704,89,2,15,24085.5,0.04,0.07,N,O,1995-07-31,1995-10-17,1995-08-06,NONE,REG AIR,ught to cajole furiously. qu
4570,4546,770,71,3,4,6683.08,0.06,0.08,N,O,1995-08-14,1995-10-07,1995-08-16,COLLECT COD,MAIL,kly pending dependencies along the furio
4571,4546,1488,28,4,10,13894.8,0.08,0.02,N,O,1995-09-02,1995-09-16,1995-09-10,DELIVER IN PERSON,FOB,above the enticingly ironic dependencies
4572,4547,1878,22,1,15,26698.05,0.1,0.04,A,F,1993-12-08,1993-11-15,1993-12-22,NONE,REG AIR,ets haggle. regular dinos affix fu
4573,4547,1152,89,2,7,7372.05,0.1,0.02,A,F,1993-09-04,1993-09-29,1993-09-20,COLLECT COD,RAIL,slyly express a
4574,4547,450,80,3,15,20256.75,0.0,0.0,R,F,1993-11-18,1993-10-06,1993-12-13,NONE,TRUCK,e carefully across the unus
4575,4547,1471,89,4,15,20587.05,0.05,0.08,R,F,1993-11-29,1993-10-12,1993-12-29,COLLECT COD,REG AIR,ironic gifts integrate 
4576,4548,133,60,1,21,21695.73,0.1,0.05,N,O,1996-07-11,1996-09-04,1996-07-30,COLLECT COD,REG AIR,pecial theodoli
4577,4548,461,20,2,17,23144.82,0.0,0.08,N,O,1996-07-23,1996-09-21,1996-07-26,DELIVER IN PERSON,REG AIR,y ironic requests above the fluffily d
4578,4548,1228,3,3,47,53073.34,0.05,0.04,N,O,1996-07-24,1996-09-12,1996-08-08,NONE,MAIL,ts. excuses use slyly spec
4579,4548,1764,49,4,22,36646.72,0.07,0.01,N,O,1996-07-06,1996-08-23,1996-07-15,DELIVER IN PERSON,RAIL,s. furiously ironic theodolites c
4580,4548,446,34,5,36,48471.84,0.04,0.06,N,O,1996-08-19,1996-09-12,1996-09-08,COLLECT COD,FOB,tions integrat
4581,4549,1581,2,1,44,65233.52,0.08,0.0,N,O,1998-03-13,1998-04-15,1998-03-27,TAKE BACK RETURN,TRUCK,"ding to the regular, silent requests"
4582,4549,881,15,2,1,1781.88,0.05,0.08,N,O,1998-05-04,1998-04-11,1998-05-14,TAKE BACK RETURN,AIR, requests wake. furiously even 
4583,4550,1491,31,1,9,12532.41,0.05,0.06,R,F,1995-04-19,1995-02-07,1995-04-24,COLLECT COD,SHIP,l dependencies boost slyly after th
4584,4550,656,88,2,19,29576.35,0.06,0.04,A,F,1995-01-01,1995-02-13,1995-01-20,NONE,AIR,quests. express 
4585,4551,105,84,1,6,6030.6,0.08,0.08,N,O,1996-05-18,1996-04-23,1996-06-13,DELIVER IN PERSON,TRUCK,fily silent fo
4586,4551,1781,66,2,26,43752.28,0.02,0.04,N,O,1996-04-14,1996-04-26,1996-04-17,TAKE BACK RETURN,RAIL,le. carefully dogged accounts use furiousl
4587,4551,218,73,3,22,24600.62,0.08,0.01,N,O,1996-05-12,1996-03-17,1996-05-29,TAKE BACK RETURN,REG AIR,ly ironic reques
4588,4551,1977,22,4,27,50732.19,0.0,0.01,N,O,1996-04-28,1996-03-22,1996-05-22,TAKE BACK RETURN,RAIL,y along the slyly even 
4589,4576,896,97,1,5,8984.45,0.09,0.03,N,O,1996-08-23,1996-11-08,1996-09-20,TAKE BACK RETURN,AIR,"ly express, special asymptote"
4590,4576,580,81,2,43,63664.94,0.08,0.06,N,O,1996-10-24,1996-09-23,1996-11-10,NONE,SHIP,ly final deposits. never
4591,4576,414,2,3,14,18401.74,0.09,0.01,N,O,1996-09-12,1996-09-30,1996-09-24,COLLECT COD,MAIL,detect slyly.
4592,4577,1841,85,1,43,74942.12,0.01,0.03,N,O,1998-06-16,1998-07-09,1998-06-17,TAKE BACK RETURN,AIR,packages. 
4593,4577,1770,55,2,43,71886.11,0.05,0.03,N,O,1998-08-24,1998-06-02,1998-09-14,TAKE BACK RETURN,RAIL,ly accounts. carefully 
4594,4577,685,48,3,12,19028.16,0.07,0.05,N,O,1998-07-29,1998-06-17,1998-08-04,DELIVER IN PERSON,TRUCK,equests alongsi
4595,4578,732,29,1,10,16327.3,0.09,0.06,R,F,1993-01-01,1992-11-19,1993-01-28,TAKE BACK RETURN,REG AIR,uests. blithely unus
4596,4578,1684,85,2,42,66598.56,0.06,0.0,R,F,1993-01-05,1992-11-06,1993-01-13,DELIVER IN PERSON,FOB,s are caref
4597,4578,1785,70,3,15,25301.7,0.01,0.01,R,F,1992-10-23,1992-11-22,1992-11-09,DELIVER IN PERSON,REG AIR,gular theodo
4598,4578,1387,64,4,7,9018.66,0.09,0.08,A,F,1992-12-07,1992-11-27,1993-01-05,TAKE BACK RETURN,SHIP,odolites. carefully unusual ideas accor
4599,4578,1624,66,5,20,30512.4,0.04,0.02,A,F,1993-01-11,1992-11-09,1993-01-23,TAKE BACK RETURN,RAIL,iously pending theodolites--
4600,4579,1741,26,1,14,22998.36,0.02,0.02,N,O,1996-02-01,1996-01-08,1996-02-08,TAKE BACK RETURN,MAIL,nding theodolites. fluffil
4601,4579,419,20,2,28,36943.48,0.02,0.05,N,O,1996-01-22,1996-02-13,1996-02-03,DELIVER IN PERSON,RAIL,slyly across the 
4602,4579,1775,76,3,34,57010.18,0.05,0.02,N,O,1996-02-26,1996-02-22,1996-03-16,COLLECT COD,MAIL,hely. carefully blithe dependen
4603,4579,1196,97,4,8,8777.52,0.05,0.06,N,O,1995-12-16,1996-01-15,1995-12-18,TAKE BACK RETURN,AIR,posits. carefully perman
4604,4580,911,80,1,22,39862.02,0.01,0.05,A,F,1994-01-16,1994-01-26,1994-02-05,COLLECT COD,AIR,nticingly final packag
4605,4580,319,76,2,10,12193.1,0.05,0.04,R,F,1993-12-20,1993-12-30,1994-01-17,COLLECT COD,RAIL,"gular, pending deposits. fina"
4606,4580,10,86,3,41,37310.41,0.0,0.07,R,F,1993-12-13,1994-01-31,1994-01-06,NONE,SHIP,requests. quickly silent asymptotes sle
4607,4580,1778,21,4,5,8398.85,0.07,0.0,A,F,1994-01-28,1993-12-17,1994-02-22,NONE,TRUCK,o beans. f
4608,4580,1889,33,5,39,69844.32,0.03,0.02,R,F,1993-12-28,1993-12-26,1994-01-23,NONE,RAIL,. fluffily final dolphins use furiously al
4609,4581,1650,92,1,37,57411.05,0.01,0.04,A,F,1992-10-17,1992-11-05,1992-11-04,DELIVER IN PERSON,MAIL,e the blithely bold pearls ha
4610,4581,497,56,2,7,9782.43,0.01,0.02,A,F,1992-10-09,1992-10-20,1992-10-21,TAKE BACK RETURN,MAIL,express accounts d
4611,4581,206,61,3,46,50885.2,0.04,0.04,A,F,1992-09-09,1992-11-27,1992-09-26,NONE,REG AIR,nag toward the carefully final accounts. 
4612,4582,1915,4,1,17,30887.47,0.09,0.08,N,O,1996-08-17,1996-08-26,1996-08-20,COLLECT COD,REG AIR,ng packages. depo
4613,4583,1405,6,1,17,22208.8,0.01,0.05,A,F,1994-11-08,1994-11-03,1994-11-29,COLLECT COD,MAIL,romise. reques
4614,4583,1866,67,2,43,76017.98,0.04,0.04,A,F,1994-10-30,1994-12-17,1994-11-16,COLLECT COD,RAIL,fully after the speci
4615,4583,1956,89,3,28,52022.6,0.0,0.07,A,F,1994-10-29,1994-11-21,1994-11-28,NONE,SHIP,to beans haggle sly
4616,4583,1722,23,4,27,43840.44,0.08,0.03,R,F,1995-01-11,1994-12-24,1995-02-10,DELIVER IN PERSON,TRUCK, detect silent requests. furiously speci
4617,4583,1838,25,5,36,62633.88,0.09,0.06,A,F,1995-01-06,1994-11-25,1995-01-29,DELIVER IN PERSON,RAIL,ar requests haggle after the furiously 
4618,4583,1218,56,6,14,15668.94,0.09,0.01,R,F,1994-11-17,1994-11-08,1994-11-21,DELIVER IN PERSON,AIR,detect. doggedly regular pi
4619,4583,869,36,7,32,56635.52,0.04,0.0,A,F,1995-01-13,1994-10-29,1995-02-08,TAKE BACK RETURN,RAIL,across the pinto beans-- quickly
4620,4608,1723,50,1,30,48741.6,0.08,0.05,R,F,1994-10-08,1994-07-18,1994-10-25,DELIVER IN PERSON,SHIP,s cajole. slyly 
4621,4608,463,64,2,50,68173.0,0.06,0.01,A,F,1994-07-25,1994-09-01,1994-08-10,NONE,FOB, theodolites
4622,4608,782,15,3,50,84139.0,0.03,0.01,A,F,1994-08-04,1994-09-10,1994-08-13,COLLECT COD,TRUCK, wake closely. even decoys haggle above
4623,4608,306,7,4,36,43426.8,0.05,0.06,R,F,1994-10-04,1994-08-02,1994-10-21,COLLECT COD,FOB,ages wake quickly slyly iron
4624,4609,465,53,1,28,38232.88,0.1,0.05,N,O,1997-02-02,1997-02-17,1997-03-02,DELIVER IN PERSON,REG AIR,ously. quickly final requests cajole fl
4625,4609,1844,88,2,3,5237.52,0.09,0.03,N,O,1996-12-28,1997-02-06,1997-01-20,NONE,FOB,nstructions. furious instructions 
4626,4609,224,25,3,46,51714.12,0.05,0.05,N,O,1997-02-11,1997-01-16,1997-03-07,NONE,FOB,r foxes. fluffily ironic ideas ha
4627,4610,862,29,1,21,37020.06,0.07,0.07,R,F,1993-08-10,1993-08-05,1993-08-27,NONE,REG AIR,"ly special theodolites. even,"
4628,4610,1749,92,2,14,23110.36,0.0,0.07,R,F,1993-07-28,1993-07-25,1993-07-31,TAKE BACK RETURN,SHIP, ironic frays. dependencies detect blithel
4629,4610,1584,5,3,44,65365.52,0.05,0.03,A,F,1993-08-05,1993-07-20,1993-08-19,COLLECT COD,TRUCK, final theodolites 
4630,4610,746,43,4,26,42815.24,0.06,0.03,R,F,1993-07-01,1993-07-19,1993-07-19,NONE,MAIL, to the fluffily ironic requests h
4631,4610,1462,63,5,29,39540.34,0.08,0.04,R,F,1993-08-09,1993-07-27,1993-08-16,DELIVER IN PERSON,AIR," foxes. special, express package"
4632,4611,513,74,1,47,66434.97,0.09,0.06,A,F,1993-03-05,1993-03-01,1993-03-17,COLLECT COD,TRUCK,iously. furiously regular
4633,4611,349,50,2,31,38729.54,0.04,0.02,A,F,1993-01-28,1993-02-14,1993-01-29,TAKE BACK RETURN,AIR," final pinto beans. permanent, sp"
4634,4611,817,18,3,50,85890.5,0.08,0.01,R,F,1993-01-22,1993-03-30,1993-02-16,TAKE BACK RETURN,AIR,l platelets. 
4635,4611,705,2,4,48,77073.6,0.02,0.08,R,F,1993-02-28,1993-02-12,1993-03-01,COLLECT COD,AIR,ular accounts 
4636,4612,60,86,1,20,19201.2,0.02,0.03,R,F,1993-09-24,1993-12-18,1993-10-22,NONE,AIR,beans sleep blithely iro
4637,4612,498,28,2,17,23774.33,0.1,0.06,A,F,1994-01-09,1993-11-08,1994-02-06,TAKE BACK RETURN,REG AIR,equests haggle carefully silent excus
4638,4612,1364,41,3,40,50614.4,0.08,0.01,R,F,1993-10-08,1993-11-23,1993-10-24,DELIVER IN PERSON,RAIL,special platelets.
4639,4612,1847,91,4,10,17488.4,0.1,0.06,A,F,1993-11-11,1993-11-19,1993-11-13,TAKE BACK RETURN,SHIP,unusual theodol
4640,4613,374,75,1,17,21664.29,0.09,0.07,N,O,1998-06-07,1998-05-11,1998-06-29,DELIVER IN PERSON,SHIP,liers cajole a
4641,4613,1079,15,2,25,24501.75,0.05,0.04,N,O,1998-05-22,1998-04-11,1998-05-27,TAKE BACK RETURN,SHIP,y pending platelets x-ray ironically! pend
4642,4613,1737,22,3,15,24580.95,0.1,0.02,N,O,1998-05-31,1998-04-16,1998-06-25,DELIVER IN PERSON,MAIL,against the quickly r
4643,4613,72,98,4,36,34994.52,0.04,0.01,N,O,1998-04-22,1998-05-05,1998-05-04,DELIVER IN PERSON,AIR,gainst the furiously ironic
4644,4613,1102,75,5,35,35108.5,0.04,0.06,N,O,1998-06-04,1998-04-17,1998-06-20,COLLECT COD,MAIL,"e blithely against the even, bold pi"
4645,4613,1959,4,6,47,87464.65,0.04,0.04,N,O,1998-07-03,1998-05-26,1998-07-09,NONE,FOB,uriously special requests wak
4646,4613,1188,25,7,39,42478.02,0.09,0.05,N,O,1998-06-12,1998-06-01,1998-07-06,DELIVER IN PERSON,REG AIR,ously express
4647,4614,61,12,1,19,18260.14,0.09,0.08,N,O,1996-05-17,1996-06-21,1996-06-08,TAKE BACK RETURN,AIR,ix. carefully regular 
4648,4614,647,48,2,3,4642.92,0.08,0.01,N,O,1996-07-22,1996-07-21,1996-08-07,NONE,MAIL,"ions engage final, ironic "
4649,4614,72,98,3,36,34994.52,0.1,0.04,N,O,1996-07-05,1996-06-26,1996-07-07,NONE,REG AIR,onic foxes affix furi
4650,4614,1251,63,4,6,6913.5,0.09,0.01,N,O,1996-06-11,1996-05-30,1996-07-03,COLLECT COD,REG AIR,ake quickly quickly regular epitap
4651,4614,721,54,5,24,38921.28,0.07,0.06,N,O,1996-07-01,1996-06-24,1996-07-08,COLLECT COD,REG AIR,"regular, even"
4652,4614,332,33,6,32,39434.56,0.1,0.05,N,O,1996-08-21,1996-05-28,1996-09-16,NONE,REG AIR,ickly furio
4653,4614,1271,83,7,41,48063.07,0.01,0.07,N,O,1996-07-31,1996-07-12,1996-08-16,COLLECT COD,REG AIR,"ackages haggle carefully about the even, b"
4654,4615,913,48,1,10,18139.1,0.02,0.08,A,F,1993-11-20,1993-10-05,1993-12-08,DELIVER IN PERSON,AIR,sits. slyly express deposits are
4655,4640,875,75,1,5,8879.35,0.03,0.08,N,O,1996-02-05,1996-02-14,1996-02-15,TAKE BACK RETURN,RAIL, warthogs against the regular
4656,4640,873,73,2,9,15964.83,0.03,0.05,N,O,1996-02-12,1996-02-14,1996-02-29,DELIVER IN PERSON,AIR, accounts. unu
4657,4640,263,45,3,18,20938.68,0.02,0.07,N,O,1996-02-28,1996-03-06,1996-03-28,DELIVER IN PERSON,RAIL,boost furiously accord
4658,4640,224,79,4,36,40471.92,0.06,0.08,N,O,1996-01-03,1996-03-09,1996-01-11,DELIVER IN PERSON,RAIL,iously furious accounts boost. carefully
4659,4640,1560,41,5,15,21923.4,0.03,0.02,N,O,1996-03-19,1996-02-09,1996-04-11,TAKE BACK RETURN,FOB,y regular instructions doze furiously. reg
4660,4641,1898,28,1,45,80995.05,0.07,0.03,R,F,1993-05-11,1993-04-19,1993-05-21,DELIVER IN PERSON,MAIL, about the close 
4661,4641,943,78,2,39,71913.66,0.06,0.0,R,F,1993-02-10,1993-03-06,1993-02-15,TAKE BACK RETURN,REG AIR, the bold reque
4662,4641,353,54,3,15,18800.25,0.01,0.08,R,F,1993-01-25,1993-04-09,1993-02-05,TAKE BACK RETURN,AIR,s. carefully even exc
4663,4642,1932,21,1,11,20173.23,0.04,0.07,A,F,1995-05-23,1995-04-26,1995-06-04,COLLECT COD,TRUCK,lithely express asympt
4664,4642,1796,39,2,34,57724.86,0.04,0.07,R,F,1995-04-01,1995-05-11,1995-04-23,COLLECT COD,SHIP,theodolites detect among the ironically sp
4665,4642,202,3,3,10,11022.0,0.04,0.02,R,F,1995-04-16,1995-04-28,1995-04-24,COLLECT COD,RAIL,urts. even deposits nag beneath 
4666,4642,937,6,4,18,33082.74,0.0,0.04,N,F,1995-06-16,1995-04-16,1995-06-21,NONE,TRUCK,ily pending accounts hag
4667,4642,1790,91,5,41,69363.39,0.1,0.0,R,F,1995-04-08,1995-04-13,1995-05-01,DELIVER IN PERSON,MAIL,s are blithely. requests wake above the fur
4668,4643,1850,80,1,50,87592.5,0.08,0.05,N,O,1995-09-11,1995-08-13,1995-09-30,DELIVER IN PERSON,SHIP,. ironic deposits cajo
4669,4644,1769,12,1,4,6683.04,0.06,0.03,N,O,1998-05-06,1998-03-19,1998-05-28,NONE,MAIL,gular requests? pendi
4670,4644,966,67,2,16,29871.36,0.03,0.04,N,O,1998-03-13,1998-02-21,1998-04-03,COLLECT COD,SHIP,lar excuses across the 
4671,4644,1144,81,3,10,10451.4,0.02,0.02,N,O,1998-02-21,1998-02-28,1998-03-19,COLLECT COD,REG AIR,osits according to the
4672,4644,1540,81,4,45,64869.3,0.1,0.07,N,O,1998-02-02,1998-04-08,1998-02-15,COLLECT COD,SHIP, carefully a
4673,4644,867,67,5,10,17678.6,0.08,0.08,N,O,1998-03-12,1998-03-11,1998-03-19,TAKE BACK RETURN,REG AIR," the slow, final fo"
4674,4645,494,24,1,45,62752.05,0.09,0.05,A,F,1994-12-27,1994-11-02,1994-12-31,DELIVER IN PERSON,AIR,ular ideas. slyly
4675,4645,651,52,2,32,49652.8,0.1,0.08,A,F,1994-11-17,1994-10-30,1994-11-18,COLLECT COD,REG AIR, final accounts alongside
4676,4645,536,37,3,25,35913.25,0.03,0.0,R,F,1994-10-25,1994-12-11,1994-11-14,NONE,REG AIR,braids. ironic dependencies main
4677,4645,367,24,4,42,53229.12,0.1,0.02,R,F,1994-12-02,1994-12-18,1994-12-16,COLLECT COD,TRUCK,regular pinto beans amon
